,ST_CASE,HOUR,MINUTE,TIME
29166,482613,5,35,335
29167,482614,18,20,1100
29168,482615,5,35,335
29169,482616,5,38,338
29170,482617,3,2,182
29171,482618,0,35,35
29172,482619,2,4,124
29173,482620,23,39,1419
29174,482621,15,28,928
29175,482622,22,6,1326
29176,482623,18,26,1106
29177,482624,12,50,770
29178,482625,7,10,430
29179,482626,20,5,1205
29180,482627,6,53,413
29181,482628,18,32,1112
29182,482629,2,5,125
29183,482630,6,25,385
29184,482631,17,35,1055
29185,482633,0,4,4
29186,482634,6,50,410
29187,482635,19,44,1184
29188,482636,8,31,511
29189,482637,4,50,290
29190,482638,0,45,45
29191,482639,5,30,330
29192,482640,9,19,559
29193,482641,17,58,1078
29194,482642,14,0,840
29195,482643,13,6,786
29196,482644,17,55,1075
29197,482645,10,36,636
29198,482646,17,46,1066
29199,482647,8,7,487
29200,482648,12,34,754
29201,482649,13,57,837
29202,482650,23,23,1403
29203,482651,2,9,129
29204,482652,3,35,215
29205,482653,9,33,573
29206,482654,6,27,387
29207,482655,13,19,799
29208,482657,4,43,283
29209,482658,2,32,152
29210,482659,19,22,1162
29211,482660,9,46,586
29212,482661,23,13,1393
29213,482662,5,5,305
29214,482663,0,5,5
29215,482664,18,55,1135
29216,482665,18,29,1109
29217,482666,0,21,21
29218,482667,18,16,1096
29219,482668,16,42,1002
29220,482669,16,30,990
29221,482670,22,55,1375
29222,482671,18,30,1110
29223,482672,9,0,540
29224,482673,12,13,733
29225,482674,6,13,373
29226,482675,19,34,1174
29227,482676,10,55,655
29228,482677,1,45,105
29229,482678,7,48,468
29230,482679,1,10,70
29231,482680,18,15,1095
29232,482681,13,15,795
29233,482682,2,21,141
29234,482683,13,15,795
29235,482684,19,40,1180
29236,482685,14,59,899
29237,482686,2,25,145
29238,482687,22,9,1329
29239,482688,3,21,201
29240,482689,18,55,1135
29241,482690,18,55,1135
29242,482691,5,10,310
29243,482692,12,40,760
29244,482693,12,35,755
29245,482694,4,11,251
29246,482695,7,28,448
29247,482696,1,0,60
29248,482697,21,24,1284
29249,482698,12,0,720
29250,482699,18,20,1100
29251,482700,18,59,1139
29252,482701,15,45,945
29253,482702,3,32,212
29254,482704,6,37,397
29255,482705,19,12,1152
29256,482706,6,40,400
29257,482707,19,0,1140
29258,482708,19,16,1156
29259,482709,20,30,1230
29260,482710,14,45,885
29261,482711,18,40,1120
29262,482712,18,3,1083
29263,482713,19,52,1192
29264,482714,9,3,543
29265,482715,8,40,520
29266,482716,7,18,438
29267,482717,4,0,240
29268,482718,14,23,863
29269,482720,17,31,1051
29270,482721,1,20,80
29271,482722,1,3,63
29272,482723,17,19,1039
29273,482724,21,31,1291
29274,482725,14,18,858
29275,482726,14,20,860
29276,482727,19,31,1171
29277,482728,16,19,979
29278,482729,18,21,1101
29279,482730,13,40,820
29280,482731,19,57,1197
29281,482732,8,40,520
29282,482733,14,50,890
29283,482734,6,28,388
29284,482735,7,40,460
29285,482736,19,45,1185
29286,482737,19,1,1141
29287,482738,21,20,1280
29288,482739,6,27,387
29289,482740,10,30,630
29290,482741,21,7,1267
29291,482742,2,5,125
29292,482743,2,48,168
29293,482744,1,34,94
29294,482745,11,45,705
29295,482746,15,40,940
29296,482747,3,40,220
29297,482748,15,30,930
29298,482749,7,47,467
29299,482750,19,10,1150
29300,482751,0,10,10
29301,482752,16,27,987
29302,482753,11,40,700
29303,482754,16,50,1010
29304,482755,13,0,780
29305,482756,17,17,1037
29306,482757,17,43,1063
29307,482758,16,40,1000
29308,482759,21,25,1285
29309,482760,5,0,300
29310,482761,10,40,640
29311,482762,14,51,891
29312,482763,6,0,360
29313,482764,6,32,392
29314,482765,17,8,1028
29315,482766,3,7,187
29316,482767,17,40,1060
29317,482768,7,8,428
29318,482769,10,9,609
29319,482770,0,49,49
29320,482771,10,20,620
29321,482772,18,28,1108
29322,482774,6,40,400
29323,482775,11,52,712
29324,482776,0,15,15
29325,482777,12,49,769
29326,482778,11,7,667
29327,482779,15,45,945
29328,482780,19,15,1155
29329,482781,23,8,1388
29330,482782,11,15,675
29331,482783,9,29,569
29332,482784,18,30,1110
29333,482785,16,55,1015
29334,482786,15,25,925
29335,482787,18,41,1121
29336,482788,15,25,925
29337,482789,5,0,300
29338,482790,19,38,1178
29339,482791,21,47,1307
29340,482792,16,5,965
29341,482793,11,15,675
29342,482794,12,11,731
29343,482795,8,28,508
29344,482796,1,35,95
29345,482797,15,43,943
29346,482798,15,20,920
29347,482799,12,5,725
29348,482801,22,35,1355
29349,482802,18,48,1128
29350,482803,9,5,545
29351,482804,8,39,519
29352,482805,9,5,545
29353,482806,18,33,1113
29354,482807,7,52,472
29355,482808,5,23,323
29356,482809,21,2,1262
29357,482810,2,4,124
29358,482811,22,59,1379
29359,482812,15,55,955
29360,482813,13,11,791
29361,482814,19,10,1150
29362,482815,19,37,1177
29363,482816,16,50,1010
29364,482817,19,28,1168
29365,482818,11,18,678
29366,482819,3,24,204
29367,482820,18,30,1110
29368,482821,17,33,1053
29369,482822,13,37,817
29370,482823,17,45,1065
29371,482824,22,44,1364
29372,482825,18,20,1100
29373,482826,15,53,953
29374,482827,14,58,898
29375,482828,15,30,930
29376,482829,22,24,1344
29377,482830,13,15,795
29378,482831,5,28,328
29379,482832,6,40,400
29380,482833,8,30,510
29381,482834,20,58,1258
29382,482835,9,40,580
29383,482836,15,5,905
29384,482837,0,50,50
29385,482838,0,30,30
29386,482840,2,0,120
29387,482841,19,26,1166
29388,482842,5,20,320
29389,482843,23,32,1412
29390,482844,20,36,1236
29391,482845,13,30,810
29392,482846,7,41,461
29393,482847,7,39,459
29394,482849,18,0,1080
29395,482850,10,0,600
29396,482851,14,44,884
29397,482852,6,2,362
29398,482853,9,30,570
29399,482854,20,44,1244
29400,482855,4,36,276
29401,482856,19,33,1173
29402,482857,22,20,1340
29403,482858,19,18,1158
29404,482859,16,40,1000
29405,482860,7,18,438
29406,482861,7,8,428
29407,482862,17,52,1072
29408,482863,6,32,392
29409,482864,13,19,799
29410,482865,12,53,773
29411,482866,22,0,1320
29412,482867,11,23,683
29413,482868,14,45,885
29414,482869,7,44,464
29415,482870,12,38,758
29416,482871,19,1,1141
29417,482872,14,28,868
29418,482873,0,35,35
29419,482874,18,21,1101
29420,482875,9,44,584
29421,482876,21,48,1308
29422,482877,9,8,548
29423,482878,18,23,1103
29424,482879,15,12,912
29425,482880,19,15,1155
29426,482881,9,53,593
29427,482882,9,34,574
29428,482883,13,31,811
29429,482884,14,45,885
29430,482885,13,23,803
29431,482886,21,23,1283
29432,482887,14,49,889
29433,482888,1,56,116
29434,482889,16,12,972
29435,482890,9,12,552
29436,482891,0,28,28
29437,482892,17,54,1074
29438,482893,21,16,1276
29439,482894,17,42,1062
29440,482895,9,33,573
29441,482896,17,3,1023
29442,482897,15,15,915
29443,482898,11,43,703
29444,482900,23,22,1402
29445,482901,7,45,465
29446,482902,10,30,630
29447,482903,0,36,36
29448,482904,17,55,1075
29449,482905,0,0,0
29450,482906,18,0,1080
29451,482907,6,14,374
29452,482908,14,6,846
29453,482909,14,30,870
29454,482910,18,35,1115
29455,482911,21,29,1289
29456,482912,5,40,340
29457,482913,10,15,615
29458,482914,0,8,8
29459,482915,14,15,855
29460,482916,19,20,1160
29461,482917,22,2,1322
29462,482918,14,30,870
29463,482919,17,0,1020
29464,482920,20,49,1249
29465,482922,21,39,1299
29466,482923,5,45,345
29467,482924,18,40,1120
29468,482925,19,20,1160
29469,482926,20,36,1236
29470,482927,2,27,147
29471,482928,19,56,1196
29472,482929,22,9,1329
29473,482930,14,40,880
29474,482931,10,20,620
29475,482932,4,21,261
29476,482933,13,15,795
29477,482934,1,22,82
29478,482935,0,35,35
29479,482936,19,16,1156
29480,482937,10,13,613
29481,482938,22,0,1320
29482,482939,1,28,88
29483,482940,2,56,176
29484,482941,11,17,677
29485,482942,7,35,455
29486,482943,11,22,682
29487,482944,13,1,781
29488,482945,5,15,315
29489,482946,18,59,1139
29490,482947,16,30,990
29491,482948,6,47,407
29492,482949,16,45,1005
29493,482950,18,22,1102
29494,482951,3,26,206
29495,482952,18,22,1102
29496,482953,9,40,580
29497,482954,7,0,420
29498,482956,6,20,380
29499,482957,23,21,1401
29500,482958,2,25,145
29501,482959,5,27,327
29502,482960,6,40,400
29503,482961,18,38,1118
29504,482962,12,0,720
29505,482963,23,0,1380
29506,482964,18,50,1130
29507,482965,19,19,1159
29508,482966,13,20,800
29509,482967,21,0,1260
29510,482968,2,39,159
29511,482969,1,33,93
29512,482970,14,40,880
29513,482971,20,9,1209
29514,482972,1,57,117
29515,482973,2,48,168
29516,482974,10,2,602
29517,482975,18,33,1113
29518,482976,20,38,1238
29519,482977,4,25,265
29520,482978,7,0,420
29521,482979,19,8,1148
29522,482980,10,50,650
29523,482981,19,48,1188
29524,482982,11,36,696
29525,482983,20,34,1234
29526,482984,2,11,131
29527,482985,20,14,1214
29528,482986,20,37,1237
29529,482987,18,45,1125
29530,482988,0,47,47
29531,482989,20,58,1258
29532,482990,18,43,1123
29533,482991,13,15,795
29534,482992,5,17,317
29535,482993,8,1,481
29536,482994,0,50,50
29537,482995,13,30,810
29538,482996,8,21,501
29539,482997,12,45,765
29540,482998,12,0,720
29541,482999,5,42,342
29542,483000,8,40,520
29543,483001,18,30,1110
29544,483002,16,20,980
29545,483003,1,5,65
29546,483004,0,29,29
29547,483005,16,0,960
29548,483006,20,52,1252
29549,483007,20,10,1210
29550,483008,19,39,1179
29551,483009,22,10,1330
29552,483010,20,51,1251
29553,483011,1,5,65
29554,483012,2,18,138
29555,483013,22,50,1370
29556,483014,4,20,260
29557,483015,4,29,269
29558,483016,5,48,348
29559,483017,5,27,327
29560,483018,6,55,415
29561,483019,22,12,1332
29562,483020,10,49,649
29563,483021,19,26,1166
29564,483022,20,33,1233
29565,483023,18,25,1105
29566,483024,21,50,1310
29567,483025,16,32,992
29568,483026,4,45,285
29569,483027,16,40,1000
29570,483028,4,26,266
29571,483029,1,21,81
29572,483030,3,50,230
29573,483031,7,50,470
29574,483033,0,20,20
29575,483034,19,16,1156
29576,483035,20,18,1218
29577,483036,3,23,203
29578,483037,19,10,1150
29579,483038,4,47,287
29580,483039,16,0,960
29581,483040,18,24,1104
29582,483041,5,0,300
29583,483042,0,44,44
29584,483043,1,34,94
29585,483044,21,28,1288
29586,483045,21,48,1308
29587,483046,5,45,345
29588,483047,12,47,767
29589,483048,5,53,353
29590,483049,10,48,648
29591,483050,23,45,1425
29592,483051,21,30,1290
29593,483052,3,40,220
29594,483053,20,20,1220
29595,483054,18,45,1125
29596,483055,19,13,1153
29597,483056,10,9,609
29598,483057,22,9,1329
29599,483058,18,0,1080
29600,483059,5,0,300
29601,483060,18,51,1131
29602,483061,3,37,217
29603,483062,23,40,1420
29604,483063,17,9,1029
29605,483064,11,14,674
29606,483065,15,43,943
29607,483066,2,48,168
29608,483067,16,32,992
29609,483068,15,2,902
29610,483069,6,8,368
29611,483070,22,27,1347
29612,483071,10,42,642
29613,483072,6,31,391
29614,483073,21,5,1265
29615,483074,9,30,570
29616,483075,20,4,1204
29617,483076,15,50,950
29618,483077,15,25,925
29619,483078,8,25,505
29620,483079,6,24,384
29621,483080,0,44,44
29622,483081,11,18,678
29623,483082,11,31,691
29624,483083,19,49,1189
29625,483084,2,10,130
29626,483085,10,0,600
29627,483086,15,21,921
29628,483087,2,17,137
29629,483088,9,40,580
29630,483089,23,5,1385
29631,483090,18,14,1094
29632,483091,23,30,1410
29633,483092,21,56,1316
29634,483093,0,5,5
29635,483094,3,42,222
29636,483095,5,50,350
29637,483096,19,32,1172
29638,483097,23,35,1415
29639,483098,9,18,558
29640,483099,11,52,712
29641,483100,5,17,317
29642,483101,21,51,1311
29643,483102,2,26,146
29644,483103,0,55,55
29645,483104,1,31,91
29646,483105,19,35,1175
29647,483106,7,30,450
29648,483107,3,16,196
29649,483108,17,3,1023
29650,483109,17,43,1063
29651,483110,4,45,285
29652,483111,16,1,961
29653,483112,12,48,768
29654,483113,17,2,1022
29655,483114,12,23,743
29656,483115,20,15,1215
29657,483116,19,23,1163
29658,483118,5,10,310
29659,483119,4,0,240
29660,483120,2,38,158
29661,483121,19,15,1155
29662,483122,14,12,852
29663,483123,23,9,1389
29664,483124,19,4,1144
29665,483125,15,9,909
29666,483126,22,7,1327
29667,483127,4,30,270
29668,483128,18,0,1080
29669,483129,11,40,700
29670,483130,21,59,1319
29671,483131,2,15,135
29672,483132,22,26,1346
29673,483133,15,16,916
29674,483134,19,48,1188
29675,483135,8,49,529
29676,483136,12,32,752
29677,483137,15,5,905
29678,483138,14,10,850
29679,483139,2,21,141
29680,483140,20,49,1249
29681,483141,21,35,1295
29682,483142,14,11,851
29683,483143,21,18,1278
29684,483144,10,35,635
29685,483145,20,26,1226
29686,483146,13,15,795
29687,483147,21,19,1279
29688,483148,4,36,276
29689,483149,9,50,590
29690,483150,7,51,471
29691,483151,13,4,784
29692,483152,8,56,536
29693,483153,2,0,120
29694,483154,2,36,156
29695,483155,6,36,396
29696,483156,20,59,1259
29697,483157,6,13,373
29698,483158,7,53,473
29699,483159,3,53,233
29700,483160,17,42,1062
29701,483161,1,22,82
29702,483162,21,14,1274
29703,483163,7,25,445
29704,483164,5,15,315
29705,483165,21,8,1268
29706,483166,16,30,990
29707,483167,19,25,1165
29708,483168,18,40,1120
29709,483169,19,10,1150
29710,483170,8,6,486
29711,483172,2,25,145
29712,483173,9,37,577
29713,483174,16,13,973
29714,483175,0,58,58
29715,483176,18,51,1131
29716,483177,19,6,1146
29717,483178,5,45,345
29718,483179,5,12,312
29719,483180,19,33,1173
29720,483181,6,22,382
29721,483182,3,25,205
29722,483183,11,56,716
29723,483184,16,50,1010
29724,483185,1,25,85
29725,483186,13,27,807
29726,483187,13,0,780
29727,483188,21,23,1283
29728,483189,18,25,1105
29729,483190,0,6,6
29730,483191,5,46,346
29731,483192,17,33,1053
29732,483193,22,26,1346
29733,483194,22,48,1368
29734,483195,18,30,1110
29735,490001,14,56,896
29736,490002,17,55,1075
29737,490003,14,9,849
29738,490004,18,12,1092
29739,490005,17,58,1078
29740,490006,6,55,415
29741,490007,16,9,969
29742,490008,1,33,93
29743,490009,6,47,407
29744,490010,13,29,809
29745,490011,9,23,563
29746,490012,1,12,72
29747,490013,19,47,1187
29748,490014,21,3,1263
29749,490015,18,17,1097
29750,490016,14,53,893
29751,490017,6,32,392
29752,490018,5,3,303
29753,490019,2,29,149
29754,490020,20,48,1248
29755,490021,21,3,1263
29756,490022,3,2,182
29757,490023,10,35,635
29758,490024,18,29,1109
29759,490025,4,25,265
29760,490026,5,43,343
29761,490027,10,30,630
29762,490028,14,1,841
29763,490029,21,19,1279
29764,490030,22,30,1350
29765,490031,7,20,440
29766,490032,5,45,345
29767,490033,13,25,805
29768,490034,19,2,1142
29769,490035,10,43,643
29770,490036,20,44,1244
29771,490037,17,34,1054
29772,490038,7,13,433
29773,490039,16,41,1001
29774,490040,5,54,354
29775,490042,18,22,1102
29776,490043,23,10,1390
29777,490045,18,47,1127
29778,490046,23,33,1413
29779,490047,13,40,820
29780,490048,7,16,436
29781,490049,10,55,655
29782,490050,14,15,855
29783,490051,6,31,391
29784,490052,16,19,979
29785,490053,18,51,1131
29786,490054,21,16,1276
29787,490055,23,1,1381
29788,490056,5,5,305
29789,490057,1,32,92
29790,490058,19,27,1167
29791,490059,17,0,1020
29792,490060,6,3,363
29793,490061,18,14,1094
29794,490062,22,16,1336
29795,490063,5,10,310
29796,490064,23,4,1384
29797,490065,21,27,1287
29798,490066,22,15,1335
29799,490067,18,18,1098
29800,490068,15,25,925
29801,490069,5,6,306
29802,490070,0,53,53
29803,490071,14,45,885
29804,490072,14,30,870
29805,490073,2,2,122
29806,490074,14,45,885
29807,490075,9,8,548
29808,490076,15,6,906
29809,490077,18,22,1102
29810,490078,3,51,231
29811,490079,10,30,630
29812,490080,17,30,1050
29813,490081,14,50,890
29814,490082,23,27,1407
29815,490083,18,53,1133
29816,490084,5,6,306
29817,490085,5,10,310
29818,490086,22,47,1367
29819,490087,14,24,864
29820,490088,9,50,590
29821,490089,15,34,934
29822,490090,22,30,1350
29823,490091,13,18,798
29824,490092,14,31,871
29825,490093,16,38,998
29826,490094,23,4,1384
29827,490095,15,12,912
29828,490096,0,5,5
29829,490097,21,39,1299
29830,490098,2,53,173
29831,490099,1,19,79
29832,490100,20,27,1227
29833,490101,8,58,538
29834,490102,9,45,585
29835,490103,6,50,410
29836,490104,3,0,180
29837,490105,4,19,259
29838,490106,20,40,1240
29839,490107,15,47,947
29840,490108,4,33,273
29841,490109,15,10,910
29842,490110,14,20,860
29843,490111,14,45,885
29844,490112,99,99,6039
29845,490113,99,99,6039
29846,490114,18,18,1098
29847,490115,9,5,545
29848,490116,10,8,608
29849,490117,18,58,1138
29850,490118,23,48,1428
29851,490119,20,59,1259
29852,490120,0,16,16
29853,490121,21,0,1260
29854,490123,12,24,744
29855,490124,7,46,466
29856,490125,21,3,1263
29857,490126,8,55,535
29858,490127,2,27,147
29859,490128,1,29,89
29860,490129,16,25,985
29861,490130,16,58,1018
29862,490131,7,35,455
29863,490132,14,12,852
29864,490133,23,11,1391
29865,490134,11,13,673
29866,490135,14,10,850
29867,490136,15,27,927
29868,490137,12,31,751
29869,490138,16,29,989
29870,490139,18,15,1095
29871,490140,18,33,1113
29872,490141,20,35,1235
29873,490142,8,31,511
29874,490143,19,16,1156
29875,490144,11,15,675
29876,490145,21,12,1272
29877,490146,7,30,450
29878,490147,17,48,1068
29879,490148,15,13,913
29880,490149,2,20,140
29881,490150,23,30,1410
29882,490151,7,13,433
29883,490152,16,9,969
29884,490153,7,34,454
29885,490154,18,48,1128
29886,490155,16,51,1011
29887,490156,9,50,590
29888,490157,0,24,24
29889,490158,18,14,1094
29890,490159,23,16,1396
29891,490161,14,15,855
29892,490162,22,53,1373
29893,490163,7,22,442
29894,490164,21,37,1297
29895,490165,19,12,1152
29896,490166,8,17,497
29897,490167,17,23,1043
29898,490168,6,49,409
29899,490169,14,19,859
29900,490170,11,18,678
29901,490171,4,0,240
29902,490172,16,0,960
29903,490173,0,31,31
29904,490174,22,13,1333
29905,490175,9,53,593
29906,490176,15,10,910
29907,490177,10,41,641
29908,490178,14,14,854
29909,490179,11,51,711
29910,490180,16,26,986
29911,490181,4,47,287
29912,490182,11,45,705
29913,490183,21,34,1294
29914,490184,10,52,652
29915,490185,22,38,1358
29916,490186,13,11,791
29917,490187,16,17,977
29918,490188,20,13,1213
29919,490189,8,11,491
29920,490190,20,18,1218
29921,490191,18,38,1118
29922,490192,16,0,960
29923,490193,3,30,210
29924,490194,21,43,1303
29925,490195,12,30,750
29926,490196,6,1,361
29927,490197,15,50,950
29928,490198,5,58,358
29929,490199,8,21,501
29930,490200,21,37,1297
29931,490201,18,30,1110
29932,490202,0,39,39
29933,490203,19,51,1191
29934,490204,7,59,479
29935,490205,19,40,1180
29936,490206,9,35,575
29937,490207,11,16,676
29938,490208,22,39,1359
29939,490209,17,20,1040
29940,490210,18,39,1119
29941,490211,10,56,656
29942,490212,14,11,851
29943,490213,7,15,435
29944,490214,3,58,238
29945,490215,19,30,1170
29946,490216,18,4,1084
29947,490217,18,38,1118
29948,490218,18,20,1100
29949,490219,10,10,610
29950,490220,23,51,1431
29951,490221,18,1,1081
29952,490222,6,49,409
29953,490223,14,37,877
29954,490224,11,35,695
29955,490225,19,10,1150
29956,490226,23,15,1395
29957,490227,16,8,968
29958,490228,20,11,1211
29959,490229,10,36,636
29960,490230,18,43,1123
29961,490231,17,42,1062
29962,490232,8,1,481
29963,490233,15,10,910
29964,490234,12,53,773
29965,490235,17,38,1058
29966,490236,7,27,447
29967,490237,14,16,856
29968,490238,15,34,934
29969,490239,17,21,1041
29970,490240,20,7,1207
29971,490241,17,59,1079
29972,490242,16,40,1000
29973,490243,5,46,346
29974,490244,3,24,204
29975,490245,16,29,989
29976,490246,19,10,1150
29977,490247,17,27,1047
29978,490248,19,19,1159
29979,490249,6,58,418
29980,490250,11,35,695
29981,490251,10,49,649
29982,490252,10,58,658
29983,490253,17,8,1028
29984,490254,18,5,1085
29985,490255,7,55,475
29986,490256,9,14,554
29987,490257,8,30,510
29988,490258,12,0,720
29989,490259,18,11,1091
29990,490260,17,28,1048
29991,500001,19,8,1148
29992,500002,6,53,413
29993,500003,20,54,1254
29994,500004,17,9,1029
29995,500005,17,36,1056
29996,500006,11,6,666
29997,500007,16,28,988
29998,500008,18,47,1127
29999,500009,23,53,1433
30000,500010,16,25,985
30001,500011,20,58,1258
30002,500012,99,99,6039
30003,500013,14,40,880
30004,500014,17,50,1070
30005,500015,12,54,774
30006,500016,14,55,895
30007,500017,14,14,854
30008,500018,11,38,698
30009,500019,16,55,1015
30010,500020,17,16,1036
30011,500021,17,13,1033
30012,500022,11,3,663
30013,500023,11,23,683
30014,500024,22,13,1333
30015,500025,19,22,1162
30016,500026,12,2,722
30017,500027,15,12,912
30018,500028,2,47,167
30019,500029,12,11,731
30020,500030,12,35,755
30021,500031,16,49,1009
30022,500032,15,38,938
30023,500033,17,15,1035
30024,500034,5,49,349
30025,500035,16,30,990
30026,500036,12,15,735
30027,500037,19,17,1157
30028,500038,21,18,1278
30029,500039,22,54,1374
30030,500040,6,17,377
30031,500041,21,54,1314
30032,500042,2,20,140
30033,500043,20,16,1216
30034,500044,0,14,14
30035,500045,7,0,420
30036,500046,12,35,755
30037,500047,8,20,500
30038,500048,16,0,960
30039,500049,17,4,1024
30040,500050,14,14,854
30041,510001,15,30,930
30042,510002,18,59,1139
30043,510003,13,55,835
30044,510004,15,15,915
30045,510005,7,58,478
30046,510006,1,19,79
30047,510007,7,42,462
30048,510008,1,3,63
30049,510009,16,13,973
30050,510010,19,10,1150
30051,510011,11,45,705
30052,510012,14,35,875
30053,510013,0,20,20
30054,510014,5,30,330
30055,510015,2,0,120
30056,510016,20,50,1250
30057,510017,18,44,1124
30058,510018,5,20,320
30059,510019,6,17,377
30060,510020,13,10,790
30061,510021,17,34,1054
30062,510022,22,11,1331
30063,510023,3,15,195
30064,510024,12,40,760
30065,510025,7,47,467
30066,510026,7,55,475
30067,510027,16,0,960
30068,510028,4,7,247
30069,510029,21,6,1266
30070,510030,1,32,92
30071,510031,21,48,1308
30072,510032,14,35,875
30073,510033,8,30,510
30074,510034,14,18,858
30075,510035,20,11,1211
30076,510036,17,3,1023
30077,510037,15,15,915
30078,510038,2,19,139
30079,510039,9,24,564
30080,510040,10,47,647
30081,510041,12,31,751
30082,510042,19,23,1163
30083,510043,12,44,764
30084,510044,10,30,630
30085,510045,19,22,1162
30086,510046,12,40,760
30087,510047,8,4,484
30088,510048,2,40,160
30089,510049,23,41,1421
30090,510050,13,49,829
30091,510051,6,20,380
30092,510052,15,36,936
30093,510053,23,40,1420
30094,510054,23,30,1410
30095,510055,0,55,55
30096,510056,12,50,770
30097,510057,2,34,154
30098,510058,21,30,1290
30099,510059,15,52,952
30100,510060,21,30,1290
30101,510061,13,55,835
30102,510062,5,38,338
30103,510063,22,38,1358
30104,510064,6,32,392
30105,510065,0,4,4
30106,510066,19,7,1147
30107,510067,6,0,360
30108,510068,6,24,384
30109,510069,9,5,545
30110,510070,6,50,410
30111,510071,18,25,1105
30112,510072,2,0,120
30113,510073,16,25,985
30114,510074,7,15,435
30115,510075,18,3,1083
30116,510076,23,46,1426
30117,510077,18,2,1082
30118,510078,17,50,1070
30119,510079,9,30,570
30120,510080,21,24,1284
30121,510081,16,50,1010
30122,510082,20,18,1218
30123,510083,10,19,619
30124,510084,20,8,1208
30125,510085,21,30,1290
30126,510086,8,44,524
30127,510087,7,40,460
30128,510088,15,46,946
30129,510089,13,59,839
30130,510090,17,15,1035
30131,510091,21,9,1269
30132,510092,22,25,1345
30133,510093,18,10,1090
30134,510094,12,25,745
30135,510095,14,30,870
30136,510096,20,17,1217
30137,510097,20,59,1259
30138,510098,10,54,654
30139,510099,5,23,323
30140,510100,5,7,307
30141,510101,21,30,1290
30142,510102,21,30,1290
30143,510103,0,30,30
30144,510104,21,47,1307
30145,510105,9,30,570
30146,510106,6,20,380
30147,510107,17,0,1020
30148,510108,20,58,1258
30149,510109,18,38,1118
30150,510110,10,36,636
30151,510111,0,14,14
30152,510112,12,21,741
30153,510113,14,50,890
30154,510114,2,22,142
30155,510115,6,23,383
30156,510116,0,36,36
30157,510117,11,28,688
30158,510118,12,15,735
30159,510119,10,39,639
30160,510120,15,56,956
30161,510121,18,35,1115
30162,510122,18,47,1127
30163,510123,1,20,80
30164,510124,2,33,153
30165,510125,12,23,743
30166,510126,20,13,1213
30167,510127,13,15,795
30168,510128,10,50,650
30169,510129,3,7,187
30170,510130,20,30,1230
30171,510131,5,51,351
30172,510132,23,15,1395
30173,510133,14,57,897
30174,510134,19,3,1143
30175,510135,1,52,112
30176,510136,13,7,787
30177,510137,6,10,370
30178,510138,21,2,1262
30179,510139,14,29,869
30180,510140,5,53,353
30181,510141,16,47,1007
30182,510142,0,0,0
30183,510143,21,59,1319
30184,510144,14,18,858
30185,510145,2,11,131
30186,510146,14,45,885
30187,510147,14,48,888
30188,510148,16,30,990
30189,510149,2,10,130
30190,510150,9,32,572
30191,510151,15,55,955
30192,510152,16,45,1005
30193,510153,15,0,900
30194,510154,14,35,875
30195,510155,10,15,615
30196,510156,15,15,915
30197,510157,6,45,405
30198,510158,22,29,1349
30199,510159,17,31,1051
30200,510160,18,11,1091
30201,510161,15,39,939
30202,510162,6,9,369
30203,510163,13,20,800
30204,510164,19,50,1190
30205,510165,15,40,940
30206,510166,16,30,990
30207,510167,3,5,185
30208,510168,17,9,1029
30209,510169,13,20,800
30210,510170,23,25,1405
30211,510171,9,16,556
30212,510172,13,0,780
30213,510173,6,27,387
30214,510174,16,5,965
30215,510175,18,45,1125
30216,510176,2,25,145
30217,510177,2,30,150
30218,510178,21,5,1265
30219,510179,8,34,514
30220,510180,9,36,576
30221,510181,21,45,1305
30222,510182,15,53,953
30223,510183,0,35,35
30224,510184,8,36,516
30225,510185,21,30,1290
30226,510186,7,2,422
30227,510187,17,5,1025
30228,510188,14,9,849
30229,510189,17,35,1055
30230,510190,22,21,1341
30231,510191,6,0,360
30232,510192,16,10,970
30233,510193,13,56,836
30234,510194,15,2,902
30235,510195,20,24,1224
30236,510196,2,7,127
30237,510197,13,23,803
30238,510198,17,36,1056
30239,510199,23,23,1403
30240,510200,1,44,104
30241,510201,12,25,745
30242,510202,22,8,1328
30243,510203,20,4,1204
30244,510204,23,1,1381
30245,510205,7,10,430
30246,510206,14,10,850
30247,510207,16,0,960
30248,510208,4,15,255
30249,510209,13,21,801
30250,510210,13,17,797
30251,510211,19,30,1170
30252,510212,13,40,820
30253,510213,14,50,890
30254,510214,18,20,1100
30255,510215,14,33,873
30256,510216,17,53,1073
30257,510217,15,35,935
30258,510218,18,45,1125
30259,510219,21,35,1295
30260,510220,21,0,1260
30261,510221,16,0,960
30262,510222,17,38,1058
30263,510223,16,1,961
30264,510224,1,2,62
30265,510225,13,25,805
30266,510226,11,28,688
30267,510227,16,10,970
30268,510228,15,50,950
30269,510229,20,29,1229
30270,510230,12,19,739
30271,510231,6,20,380
30272,510232,20,20,1220
30273,510233,8,12,492
30274,510234,14,54,894
30275,510235,18,9,1089
30276,510236,22,9,1329
30277,510237,2,0,120
30278,510238,11,20,680
30279,510239,7,0,420
30280,510240,1,0,60
30281,510241,11,10,670
30282,510242,13,19,799
30283,510243,13,51,831
30284,510244,22,18,1338
30285,510245,7,15,435
30286,510246,11,20,680
30287,510247,14,50,890
30288,510248,20,45,1245
30289,510249,0,19,19
30290,510250,3,30,210
30291,510251,13,13,793
30292,510252,1,7,67
30293,510253,22,0,1320
30294,510254,13,40,820
